feature_1,feature_2,feature_3,feature_4,feature_5,category
81008,98875,66877,28170,18963,alpha
31961,98654,62013,54902,32441,gamma
2691,53447,39154,13453,85240,beta
76629,89750,51032,5923,91124,beta
59481,59159,14929,54292,89150,beta
61742,53572,45838,42910,80131,alpha
61059,83115,33393,57788,56510,alpha
16537,20896,89987,77496,72942,alpha
5949,47070,69793,98081,74369,alpha
37162,18759,42416,8724,56971,gamma
96803,72570,24320,52731,14761,beta
97423,20016,48645,26747,8928,alpha
51178,80652,22700,45794,85659,alpha
65215,17825,84127,58486,50112,gamma
88,21171,43457,75907,48664,gamma
75343,51262,75559,65643,85654,gamma
91731,5506,68991,55616,66541,beta
46973,82226,64247,12568,29480,gamma
80388,15551,63109,98093,25494,alpha
60013,28837,68484,62524,51202,beta
63464,55641,67019,35249,66491,beta
49132,99008,14688,14397,97254,beta
90619,34868,87560,79488,86414,gamma
79704,54379,59785,28022,48542,gamma
96754,56019,18907,12385,99942,gamma
85861,90127,54350,89832,42726,gamma
52521,22937,97537,92098,66770,beta
32951,51095,47298,49191,58046,alpha
72132,42298,75443,73547,61162,gamma
51235,57886,24288,92282,35033,gamma
71001,48225,44498,45968,81898,beta
92165,91877,48630,11344,39827,beta
33129,40361,43710,94248,5849,alpha
38235,38764,6343,81898,13446,beta
47302,24732,38210,45099,95948,beta
12062,55618,57565,76034,57945,beta
78438,81253,92876,80714,80740,alpha
75014,85994,4122,74758,46343,gamma
88617,79068,20308,21657,96828,beta
90387,73948,95822,7254,24626,beta
24449,45295,77171,51428,83290,beta
20368,88258,12231,76803,70343,gamma
53409,40175,4488,1104,32329,gamma
5815,13036,9941,59472,93918,beta
15211,79548,98504,90814,17266,beta
56044,55641,10689,9519,81628,beta
78960,73157,94464,51254,80310,alpha
91273,87411,98102,9822,52348,beta
40983,97735,31515,65627,25071,alpha
2610,61357,60103,79964,60110,beta
62468,86448,58459,310,72846,beta
30151,4067,84191,6310,87014,beta
92477,74948,75593,47774,95140,gamma
25238,79583,22231,26499,46068,alpha
27946,95242,60696,26009,5621,beta
12838,75831,76644,15715,55200,alpha
69743,61587,75059,51745,64099,beta
37644,24634,38324,18936,62864,alpha
20934,37420,71982,25805,71519,beta
80495,33520,99737,23454,95087,beta
68731,7838,67072,7341,81697,gamma
87257,39605,34490,8797,53288,gamma
23602,60932,37207,64393,62117,alpha
62370,28353,23516,658,10917,gamma
42420,14711,72241,66395,60476,alpha
30574,93684,22262,26870,68549,beta
66267,51557,41352,98995,51537,beta
61430,88990,68437,5187,52384,alpha
41571,1442,32012,45646,55484,beta
15323,68449,94144,34357,90270,gamma
1072,51861,98204,51392,5167,gamma
64091,65640,33729,280,53268,gamma
19940,79641,51840,34207,61000,beta
173,28932,73895,3216,66100,alpha
12508,35435,58706,58215,78620,beta
64370,20043,12842,47246,56481,beta
5721,61309,81826,56284,73632,gamma
63840,45283,73693,96914,74847,alpha
66560,67762,18592,95769,59305,alpha
92204,1690,88882,24787,75274,gamma
8391,38521,3259,29418,65225,beta
371,52572,48391,87465,25588,alpha
67685,32448,99971,81248,45929,beta
60794,47942,74806,83256,2470,gamma
12953,41464,91748,29025,93256,alpha
38933,31374,55744,99679,58513,alpha
9186,57184,82307,94241,41263,beta
90194,38447,24395,40634,81839,beta
68904,49518,84016,38582,22107,beta
11907,82398,40763,34690,43750,beta
88910,86928,64379,26703,90223,gamma
85785,82197,6542,76287,99897,beta
56059,6475,90278,4994,31163,beta
7860,42422,25089,41366,81277,gamma
25558,41671,48553,13931,70795,gamma
45256,10476,27102,1536,1890,alpha
63029,97015,47914,99261,78342,beta
67995,17135,5893,64275,61411,beta
36389,78525,72859,32779,61174,alpha
4267,36366,19829,99422,2004,gamma
57681,28591,49215,58064,96982,alpha
72145,29462,11845,84337,62628,gamma
97342,20444,52219,77481,1691,beta
16271,73154,87657,67857,89488,beta
36169,95460,74392,47459,34286,gamma
63791,2225,48146,83913,62794,beta
82180,17669,98690,90412,66789,gamma
59978,38588,31082,84713,22703,alpha
41367,92719,65945,67287,23271,gamma
57392,59337,48737,69404,281,beta
44498,41428,34002,56446,78845,gamma
4391,39525,95250,29325,32034,gamma
84817,69467,29842,70744,41199,gamma
42864,60246,97713,42732,43659,gamma
74847,35826,24757,72417,12480,alpha
19593,89882,58955,16876,11107,beta
77044,35680,16195,48532,96625,alpha
6800,48033,82765,44553,120,gamma
77759,64738,63438,20390,34621,alpha
53326,56665,22039,4916,53536,beta
87876,26573,52394,29958,89950,gamma
24947,51004,74271,496,48186,beta
75805,79393,84283,74187,6877,beta
66967,89270,6390,80924,57522,alpha
24056,40312,37141,23827,34084,gamma
23679,93928,37170,78920,74100,beta
25301,98737,42703,56381,16123,alpha
62507,83313,88924,86010,47626,gamma
84661,39394,52403,22138,49173,gamma
98818,76526,64203,11261,76608,beta
31477,30393,4778,47961,993,gamma
96828,79862,75100,67124,63469,gamma
62112,57567,86552,80177,47089,gamma
86318,81593,17763,21057,48846,gamma
38156,65449,18949,11817,2210,beta
87276,42065,94981,12877,147,alpha
31694,20076,71215,38871,48715,gamma
66829,73717,72514,68617,23961,alpha
23774,75328,12465,91312,6687,alpha
59218,3097,68804,4837,95296,gamma
11741,56803,7831,22710,81496,gamma
59655,73675,59068,43034,91386,alpha
507,63435,82622,71807,44447,alpha
90939,72098,13967,36259,66359,alpha
42653,29924,29460,3127,26535,gamma
68444,78901,56733,73176,74880,alpha
22857,46737,39792,71395,58808,alpha
81722,64383,22517,6271,32543,beta
96253,38909,12757,96837,26048,gamma
11652,66417,35339,44320,44520,beta
17434,368,29708,56685,79994,alpha
78538,62154,21155,44392,21689,alpha
10559,58801,43641,36530,38187,beta
80401,11281,30171,64517,30762,gamma
89071,21706,36804,23304,69526,alpha
87818,90300,17230,94680,98576,beta
82868,98573,96806,53814,48367,gamma
21694,9498,27298,9050,18164,gamma
14799,51366,15027,57312,86631,gamma
16953,28480,21707,97744,16728,beta
94876,41726,77225,61979,26834,alpha
35816,35081,32010,78793,95419,gamma
29,19760,95174,29459,10207,gamma
19130,67467,97924,94368,11913,alpha
75174,22874,77643,24129,54493,beta
83131,56744,76740,85540,3277,beta
35289,1905,12344,9282,73755,alpha
39565,81546,71580,6375,90037,gamma
79819,52330,31880,5497,85667,beta
62098,23942,7952,89903,74418,gamma
13910,55371,43352,37453,15929,gamma
61400,76490,22986,27526,83306,gamma
31293,42946,92302,39490,99965,gamma
4916,54184,7312,92088,15787,gamma
7110,27338,46015,60013,27795,gamma
38014,21376,90463,81893,71800,beta
373,39252,6174,62808,7720,gamma
51168,38259,45467,68185,62691,gamma
29494,25479,91167,51890,74073,gamma
41706,61733,15948,3858,67705,beta
91771,29046,73260,61649,67743,beta
13596,32746,60467,87120,35196,gamma
14148,93535,48412,70492,77289,gamma
53634,34226,26179,82987,85498,alpha
58537,15367,64986,58539,91117,gamma
27260,11714,54938,64379,23386,gamma
86510,38346,92344,41688,68914,alpha
30671,39188,19545,14328,77018,gamma
4786,69236,20240,22430,51597,beta
15830,34689,69593,48537,32361,gamma
67867,38789,63718,60215,23572,gamma
30995,37342,90458,43982,47998,gamma
16248,29214,97288,66514,82463,alpha
73929,81831,64691,77508,72396,alpha
29210,85760,14087,15323,37745,alpha
97277,69313,22773,89391,34931,beta
1140,22652,86488,67524,90874,beta
83378,59257,24598,29666,17489,alpha
27178,72810,5475,18632,75113,alpha
56908,19926,53632,21391,9234,alpha
27268,94902,30269,31364,28792,alpha
17542,95595,1357,6688,19589,gamma
6365,77067,78705,92130,43722,gamma
31353,3203,92211,21758,25317,beta
84316,55565,63892,27240,68766,alpha
93352,61368,79494,67132,68878,alpha
37481,56796,10043,56279,16782,beta
67924,22103,4102,63511,37432,beta
51519,66072,71111,70114,64053,beta
9301,25377,22427,26368,39674,alpha
25963,37924,41245,16890,82545,beta
73624,84722,66747,57473,71579,beta
64411,56022,53093,66071,89336,alpha
90338,91923,84291,96263,23385,alpha
41015,87612,43558,56275,66656,gamma
39569,70753,23294,34345,10516,alpha
13755,22157,94634,3201,86311,alpha
29233,31198,14910,61360,8301,beta
62301,30015,40113,73097,27891,alpha
92756,26737,64627,42646,75335,beta
75913,32152,86295,94384,25321,beta
14577,6685,34368,10320,4108,alpha
46776,443,90249,21696,15699,alpha
85947,58847,15897,31980,61989,gamma
79404,82407,98671,77497,1192,beta
20652,34010,65227,67150,5331,alpha
60553,64248,98541,65405,52825,beta
19344,93897,50492,39543,6154,alpha
27024,47306,74584,3811,55476,gamma
39342,81453,23070,26952,14895,beta
59522,83715,27922,67496,98965,beta
12658,82375,65560,66553,42371,beta
76780,74036,43186,84173,98308,beta
52529,41274,32604,33684,84814,alpha
83606,47234,29920,53239,35121,gamma
90421,56410,44943,61701,6952,beta
4617,35957,95900,64870,79021,gamma
56781,73957,6300,98637,64199,beta
58672,80615,89767,72656,74026,gamma
93798,32086,23247,83980,12988,gamma
94382,76178,94850,23402,50807,beta
14791,12967,57215,12627,85979,alpha
55105,50202,98095,38804,46962,beta
92294,91616,39724,93997,35616,beta
81699,66576,64901,45683,15408,beta
74812,77113,84975,11851,59147,beta
84669,95727,1029,7512,45834,alpha
99744,12820,43007,57239,53302,gamma
43184,1771,39795,72147,77320,gamma
26462,41947,21621,5925,3460,gamma
89700,98216,54689,28873,37727,beta
93118,58512,69812,10275,87269,alpha
66770,75535,25034,75934,22184,beta
66409,35886,17943,41069,84943,alpha
32348,70118,28888,87768,5676,gamma
59081,32512,87322,95765,72731,alpha
80637,70575,3586,30117,2859,beta
88568,34045,21380,11503,53488,alpha
44166,42461,85464,78190,84052,gamma
31900,29008,39847,67604,32353,beta
85684,45711,45547,33928,95467,gamma
64514,81942,44069,68769,86237,gamma
56038,26643,73261,72805,79670,gamma
72584,35896,63311,10156,2725,gamma
70795,97753,43124,21641,49103,gamma
20800,18699,74163,6909,66610,beta
17365,10559,65208,5724,93714,gamma
65181,58075,95956,17745,17128,beta
38935,3353,46115,37738,97081,beta
77299,96799,22785,30033,59568,gamma
15856,54764,76370,80761,91958,gamma
69899,37580,24815,82036,28233,beta
15765,56625,23970,67564,86671,alpha
80675,69180,33354,38923,96770,beta
56178,68168,51282,40594,31345,alpha
28755,983,65301,16896,75316,beta
4586,3079,67728,83653,87802,beta
40070,45692,56126,60254,83364,beta
51267,15935,58621,35590,14735,gamma
16344,99683,54029,24825,15523,beta
41844,20296,86399,15744,1639,alpha
63228,10809,18455,61020,97222,beta
19582,70829,78910,95383,79699,alpha
81566,49625,4005,51195,73454,gamma
88813,38698,97287,4319,22727,alpha
35663,80410,31934,82624,14910,alpha
91012,77875,43344,94802,26499,gamma
78156,96950,78297,80680,9722,gamma
19234,33592,79255,67380,68381,gamma
763,14325,71884,4453,18680,alpha
1172,78493,60900,88676,62229,alpha
2990,64829,6654,12574,63875,alpha
24349,8925,44008,62342,96398,beta
22362,38658,36450,75131,72913,beta
73559,29452,97323,90873,95760,alpha
62794,53904,23859,34480,72530,alpha
84038,62354,83233,94428,26110,alpha
66076,19631,98695,30003,92746,beta
98641,30292,45039,75836,92583,gamma
73311,41232,80097,85518,6867,gamma
91494,7050,91474,4959,98263,alpha
68421,45393,39288,87727,56588,beta
11894,39065,95239,63344,9613,gamma
77045,75688,68741,79503,50402,beta
47578,17547,57342,14720,34807,beta
95516,40017,48560,18167,48527,beta
75106,86664,41914,26987,88042,gamma
60421,87897,23120,4951,29257,gamma
73183,53050,79362,22418,64738,beta
38168,3796,10945,50515,43899,gamma
56894,92896,12081,16775,42871,beta
14770,15607,72669,67390,39016,beta
94266,24785,96350,41561,38231,gamma
43058,59320,84868,39475,65495,alpha
42688,19595,62565,37782,48247,alpha
16691,2923,57816,99774,65611,alpha
17026,10391,51790,7006,51690,alpha
75689,57595,75476,57718,68948,gamma
98456,91659,89809,35913,57016,gamma
14108,17564,50396,94445,73224,alpha
88607,35311,68748,55149,98484,gamma
88906,96353,10549,18811,88051,alpha
38259,39371,54448,41822,13224,alpha
90581,13017,72682,67362,39280,gamma
65283,53804,94000,58611,86142,gamma
48785,92973,5231,71950,49814,gamma
71062,66796,20641,41768,52684,alpha
15672,25880,56245,61995,24544,alpha
15067,87180,66613,9754,45575,alpha
74211,15861,82090,94917,13388,alpha
47955,31926,48831,79876,92730,alpha
99994,32752,19474,36928,30531,alpha
81217,35051,98969,49440,62188,beta
16805,94598,92892,45811,99332,gamma
38024,3468,78895,78381,5183,alpha
18972,97809,79517,32457,44050,gamma
15535,67336,77312,58103,32985,beta
51149,26150,67292,38454,57651,beta
46911,26906,42689,9334,65597,beta
74748,91535,62603,41511,23769,alpha
62473,35775,74294,1007,7256,alpha
46595,10713,23804,21886,62486,beta
1636,57904,98665,48512,95168,beta
36079,83768,80078,57205,42132,beta
18999,74419,34685,1927,46360,gamma
77983,75639,19525,67367,23792,gamma
19140,86178,85074,87654,19616,beta
22370,77413,86255,9927,29157,beta
670,68810,10051,47527,13305,gamma
17604,42025,6357,64171,73980,gamma
53264,20115,36842,57459,1227,beta
17076,82731,49040,18419,45850,beta
2293,42041,76484,96496,85687,beta
7780,58973,34732,38812,94599,gamma
53293,24730,76869,12166,28953,gamma
38313,16413,82640,47365,32210,gamma
43957,52439,36571,30498,22562,beta
18436,27493,17654,83036,34582,beta
22508,86330,19645,86559,39680,alpha
51632,48353,87275,77681,36260,beta
97426,88175,30710,70763,11794,alpha
86450,89555,29044,26894,62359,alpha
83816,84156,22068,31431,48639,gamma
15474,57018,51206,85458,11611,alpha
66635,61026,84547,95265,56838,gamma
25306,27074,97632,71819,61753,gamma
70098,50995,17616,45879,56066,beta
53343,80190,29060,97944,10610,beta
16242,74823,86479,70916,32611,beta
18200,12623,46935,49868,95702,gamma
66099,15578,28727,25809,50468,alpha
2757,14725,58776,50579,80662,beta
22072,72884,48058,75893,18768,beta
41183,97078,61775,92644,79123,gamma
78082,8000,292,95394,13947,alpha
1534,34159,17404,31490,66155,beta
61099,12478,87017,93281,52905,gamma
19041,42640,12823,58020,5377,gamma
40567,15117,82702,90425,88493,gamma
8445,35639,15084,94732,34466,gamma
90275,8164,36169,72184,41308,gamma
82849,88602,5576,96200,89161,gamma
75406,50178,14600,56742,58936,alpha
26013,90511,62583,2467,12333,gamma
87396,83023,4863,66395,62325,gamma
72083,17869,70764,64055,97500,gamma
55076,53437,89024,78492,92285,alpha
47741,58839,34898,59434,72393,beta
45942,59536,45237,29840,99487,alpha
38259,88506,33534,26605,23318,gamma
22159,76319,85569,7015,88777,gamma
37857,89789,22941,98723,82181,gamma
64288,80900,80183,29211,902,gamma
45805,72762,914,15165,65585,alpha
73457,34777,49076,66167,97125,beta
17957,41682,48410,63652,63358,gamma
31013,73936,50040,96924,22834,alpha
57446,73195,26576,80270,63119,beta
6752,62700,18523,24446,78995,gamma
11292,5135,40797,32144,18360,alpha
45261,65239,18252,40774,41136,beta
20106,90552,23248,35346,21573,beta
43635,23505,41481,17664,38144,alpha
88622,47098,51866,94872,40153,gamma
43622,70537,44195,55213,6535,alpha
9184,91069,9116,24628,35809,beta
24026,71666,64361,99888,19652,alpha
90793,8821,68682,83776,20684,beta
54867,68129,21856,51725,76724,gamma
25931,33543,95620,42878,86655,gamma
99038,67650,99477,29829,45911,beta
9428,42484,92792,54819,26812,gamma
17625,62843,20224,54447,10450,gamma
12630,74721,57690,26946,42470,beta
55372,34726,91087,18434,73156,alpha
80822,98306,68379,66803,2474,gamma
57885,50577,87556,12117,10860,alpha
26687,82650,95528,37960,17347,beta
51614,11385,3386,72415,2497,alpha
78575,29476,68339,11825,66753,beta
66061,7566,98584,87497,19803,beta
59911,34489,39289,18167,95671,alpha
90612,78733,16467,54313,11532,beta
48658,8225,44900,69335,19828,beta
53204,64447,47288,20439,48736,gamma
70788,3032,37930,69735,13328,beta
80984,97769,52909,55456,90948,gamma
75305,23438,22464,85047,27306,gamma
28241,5313,40400,73796,59021,beta
10536,19642,26673,7325,1149,beta
28377,56301,24888,39811,78085,gamma
17004,45996,16977,27472,53691,gamma
80352,33379,30314,13144,57970,beta
59291,14668,10159,42386,92190,gamma
40654,93115,73259,76182,13799,gamma
12928,42133,83847,42308,47383,alpha
85627,3360,45631,73422,19259,beta
1577,37065,39483,36201,32653,alpha
97586,97266,55360,98202,82453,alpha
79321,7615,68990,21527,77341,gamma
61479,76880,96150,36640,56068,alpha
99809,76018,15002,75069,1758,alpha
34712,87489,17939,61558,48938,gamma
67138,18937,8767,66405,34093,alpha
22971,51943,42169,4247,71586,beta
85526,92679,70869,85647,90053,alpha
5606,75708,15347,20222,75070,gamma
42649,91016,44434,75590,77592,alpha
16919,15398,98990,20156,39524,gamma
8929,17171,17156,90347,47523,beta
73082,81597,98993,7955,63612,alpha
21972,5267,90885,95916,47385,gamma
24726,62852,29592,94211,59226,beta
61321,52385,58970,26041,69747,beta
5986,27635,43194,87419,86048,beta
23356,5084,10096,56100,67596,gamma
63388,7463,19709,99126,18445,gamma
93447,24735,17290,84706,32068,gamma
46769,59044,97324,80324,31553,beta
27289,4428,31611,67109,76784,beta
75879,36018,94606,99645,21088,gamma
2077,46239,70065,82950,18214,alpha
71100,49935,90826,70564,23860,beta
8781,84630,21881,73914,9243,beta
49641,43972,75095,70322,83665,beta
65017,27843,94422,73416,6258,gamma
4898,91274,46608,25169,35353,beta
90621,19952,69145,65848,52343,gamma
77021,85582,98286,7208,46747,alpha
22516,95634,59392,28705,13157,beta
64855,92584,89943,46846,17993,beta
37379,13332,13119,96409,15205,gamma
43251,71630,95127,75273,58978,gamma
15824,8223,2632,51614,6376,alpha
23042,32871,6178,98930,39221,alpha
96972,60245,48239,26009,94802,beta
52445,73057,12955,81660,40673,alpha
55535,69232,82298,85135,94127,alpha
86258,43487,69456,17099,13323,alpha
3641,23334,21253,93191,57413,beta
25949,71740,85245,67922,72541,gamma
22488,35119,42861,35434,38263,alpha
71963,76833,15672,77378,49433,alpha
43710,41621,74207,6762,41508,gamma
74370,58331,96089,16329,89151,beta
49515,3687,55702,80838,53217,alpha
81749,79411,79114,51464,97156,beta
91461,95814,47054,66126,46901,alpha
95624,55110,89067,25259,62156,alpha
76437,23349,16317,39345,34922,gamma
18457,63669,69544,2686,55673,alpha
24199,23575,15335,8460,67914,beta
56549,45164,52411,70797,85037,beta
57586,38638,96396,70807,27023,beta
86556,2066,64080,28603,55229,gamma
69086,52399,73948,47391,24144,beta
98886,89829,20804,43959,23162,alpha
50592,94703,31181,18810,58977,gamma
73916,56963,78272,17025,96604,gamma
4793,69659,6816,56598,3667,alpha
55158,76847,65526,85374,66554,alpha
25132,64415,41774,58172,54449,gamma
90658,42894,3492,67130,1944,beta
50707,8879,10325,94867,68494,gamma
41533,46093,37992,80049,75984,alpha
95300,66446,11326,5290,58138,alpha
31101,47932,17717,81594,51947,beta
91135,45684,98466,64080,47607,beta
60680,92010,61945,87101,36606,beta
52329,59203,91279,20879,60380,gamma
30559,78367,8549,45542,58599,gamma
10277,17062,82365,15806,34408,beta
71695,90165,24317,21228,36750,alpha
82691,23076,42279,50750,40003,alpha
89488,15312,52705,47991,72367,alpha
45653,92906,77248,82228,10385,gamma
84774,55227,40027,5580,85410,gamma
99664,58785,33550,14920,7014,alpha
12050,33751,15038,90905,51376,beta
9973,771,72848,15488,41548,gamma
17097,42064,92790,46292,40030,beta
35938,27312,49199,47279,74126,alpha
26668,22841,37029,85506,87031,gamma
4976,38359,37562,27232,92350,alpha
92931,64170,98540,49968,51135,beta
74259,61404,85844,41644,35472,gamma
25153,68017,27077,32536,68734,beta
45697,71670,61181,37290,87440,gamma
72100,94643,3662,2329,29080,gamma
23966,19357,76144,73125,3707,beta
77396,52321,32667,23923,31716,alpha
